O/F,LOX/LH2,LOX/RP-1,LOX/CH4,LOX/C2H6,LOX/ETHANOL,LOX/MMH,LOX/UDMH,LOX/N2H4,LOX/NH3,LOX/JP10,GOX/LH2,GOX/RP-1,GOX/CH4,GOX/C2H6,GOX/ETHANOL,GOX/MMH,GOX/UDMH,GOX/N2H4,GOX/NH3,GOX/JP10,N2O/LH2,N2O/GH2,N2O/RP-1,N2O/CH4,N2O/C2H6,N2O/ETHANOL,N2O/MMH,N2O/UDMH,N2O/N2H4,N2O/NH3,N2O/JP10,N2O4/LH2,N2O4/GH2,N2O4/RP-1,N2O4/CH4,N2O4/C2H6,N2O4/ETHANOL,N2O4/MMH,N2O4/UDMH,N2O4/N2H4,N2O4/NH3,N2O4/JP10,H2O2/LH2,H2O2/GH2,H2O2/RP-1,H2O2/CH4,H2O2/C2H6,H2O2/ETHANOL,H2O2/MMH,H2O2/UDMH,H2O2/N2H4,H2O2/NH3,H2O2/JP10,F2/RP-1,F2/CH4,F2/C2H6,F2/ETHANOL,F2/MMH,F2/UDMH,F2/N2H4,F2/NH3,F2/JP10,OF2/RP-1,OF2/CH4,OF2/C2H6,OF2/ETHANOL,OF2/MMH,OF2/UDMH,OF2/N2H4,OF2/NH3,OF2/JP10,IRFNA/LH2,IRFNA/GH2,IRFNA/RP-1,IRFNA/CH4,IRFNA/C2H6,IRFNA/ETHANOL,IRFNA/MMH,IRFNA/UDMH,IRFNA/N2H4,IRFNA/NH3,IRFNA/JP10
0.05,,160.71719009188223,,148.971271555906,167.0241051552246,250.84894271510063,239.48806026852557,241.1902039380912,,162.50267832197005,,161.3194667852727,,149.78537735881832,167.74855009917454,251.343551050017,239.91039586576562,241.74500714827838,,163.03598343523436,,,151.63783662328933,,134.4923314050291,155.96156194286087,242.62723074507363,233.58922488514938,232.14827685484684,,154.75819129545772,,,155.13013281102192,,140.95347096765414,160.22752850526197,245.906068027505,235.75505196912312,235.63905231012185,,157.66311123689124,,,153.97062788913675,,139.60094203062715,158.47267920819587,244.27541474538916,234.93948072439474,234.01175624770352,,156.90141815523452,162.38477761616122,,149.70066483160844,168.89120876931895,251.83258386270214,241.2183598167046,241.32024780257817,,164.21323869965647,162.7110088787669,,150.74510627280804,169.3279609118928,252.24644549238593,241.29701664216483,242.03745482462102,,164.44184053849773,,,152.94347948351825,,137.98220744798442,157.47051333386364,243.9532182973885,234.30722503432276,233.63444317453084,,155.86972927673384
0.0806949806949807,,169.92015461702994,,162.43331868357257,177.65601369240898,256.4703528884569,244.3846845236236,249.66941656298272,,170.93644440322552,,170.7585904289895,,163.69365565921512,178.63655794303975,257.1200397573537,245.02721623375632,250.54763435500647,,171.73208296096965,,,156.99997733269947,,143.46779428550386,162.25951416723956,245.27219182912583,235.37291112079473,235.1673137568267,,159.39383473069017,,,162.0076195451049,,150.92125724103423,168.31489086568067,250.00631748881284,238.68643709072154,240.77631402523798,,163.74159339678832,,,160.4452748519518,,148.54089238012997,165.90367363203143,247.6981422479669,237.40969013350852,238.12001378278836,,162.6353976536668,172.46972920474704,,165.14974557590386,180.46182505605438,259.1058109340452,247.29840697911672,249.77723929539934,,173.65739277887246,172.87689197562145,,166.05627557133303,180.96282798757275,259.42884335048194,247.31639200674715,250.94731833654197,,173.95416888230466,,,158.89629571641743,,146.7117864715972,164.4134824906102,247.15711215612166,236.4431119304044,237.56075722023996,,161.05853493190634
0.11138996138996139,,177.93625594530735,141.11588769246427,174.17970468800857,186.40714650013126,260.55589772096107,248.84054821060286,257.88113366260376,,178.54199961620316,,179.00681540019454,142.88194940260524,175.62839531257532,187.5710212144095,261.4113074898732,249.69575728188008,259.06290403538793,,179.5671973986029,,,161.78122309683135,,150.4140073361425,167.79192308821916,247.6117372459085,237.04236311433186,238.1316470921936,,163.67458628069525,,,168.05532328133316,,159.6656669597115,175.22041026699384,253.20790634948756,241.3953611095629,245.7954789386002,,169.30083597954166,,,166.18956288113645,,156.22474691226535,172.36703691605044,250.61749927178843,239.695703563266,242.11423545443466,,167.87270101182486,181.37125711785143,138.24629023871253,177.560915325264,190.06037967843594,265.0339734178206,253.0387744338309,257.94287863247877,138.7616736631366,182.32039696371237,181.8266675563699,141.5201746688885,178.526033508548,190.56560091782205,264.8379590434615,252.95023683715527,259.5355693914776,134.69398939811296,182.62097320225882,,,164.16725197786897,,154.02499116193792,170.44796135178814,249.80039115294406,238.42533229206668,241.41301187288454,,165.82205957164592
0.1420849420849421,,185.12881895904658,153.7309886934134,183.7278664691825,193.84775612914268,264.3047658548972,252.9254021335176,265.7796309321307,134.72870907743848,185.46556621081555,,186.38721233768752,155.6230088949334,185.2982345629922,195.16550730335305,265.33379447512493,253.96091796250832,267.2454286958771,136.71810665512567,186.6824146525736,,,166.10378750045155,,156.60758100621493,172.6894803264677,249.64924598110576,238.60781745698236,241.028526969741,,167.6591254902323,,,173.48206622234852,132.69415884848252,167.8360074457841,181.1829565141214,255.44830073101207,243.90587646409816,250.6807418348726,,174.42082066100238,,,171.35975206824847,130.37099144767765,163.3799891204762,178.04004520037728,252.92899741780977,241.80601491340923,245.99809302787227,,172.6937362901824,189.4493583422471,154.32381920824216,187.7071879527761,198.31619769770288,270.27152400238265,258.5248601766653,265.76274587134725,155.06215303121445,190.3479955253956,189.9160436301941,157.27522899707677,188.65771350129626,198.80008142476805,269.86334918596384,258.242848887607,267.763191708355,151.4437941672408,190.59710444866892,,,168.91346878515006,,160.82009485811642,175.746075153517,251.7620672424055,240.2572430641181,245.1737343411976,,170.2139970694824
0.17277992277992277,,191.6422242775508,164.75680983970454,191.68373248127122,200.35221765982362,267.73072932695396,256.67222592419984,273.319335133865,146.1388536899332,191.77296304503975,,193.07728901547645,166.95527898230213,193.3429871812295,201.81580725945022,268.9347376383801,257.8877213879331,275.0489983399437,148.02874778767352,193.17879471840098,,,170.0515744786625,,162.6472500154754,177.0553539906438,251.34508619384744,240.07837473085857,243.84476747665326,,171.37169856807398,,,178.43358917382565,143.74083579212862,174.8283029578079,186.41468058060374,257.47197251995095,246.23899563448413,255.4012574158758,119.9958207680989,179.15179954873054,,,176.07658201691703,140.84221933871098,170.15492734830292,183.07216382863572,254.74337279411796,243.7596638610791,249.74130140458558,,177.15669972084189,196.92305967675964,168.05906124423083,196.24800928559208,205.62353555702617,275.32554300237,263.77228709194134,273.22128060085305,167.127071909602,197.86119972316263,197.35549071690056,170.47558140609925,197.17308184654,206.06605722857162,274.63090876739705,263.24377944756804,275.6055969620569,164.32380069017586,197.9864688462787,,,173.23992781333268,135.71973908228665,167.22286242887904,180.4277846833474,253.17645630112798,241.95371059023498,248.82305102766804,,174.2935518057722
0.2034749034749035,,197.60154051200115,174.98002861799202,198.52815129133208,206.14538635153335,270.8872983009618,260.1218943027488,280.50635167479857,155.88726504079722,197.5573964736976,,199.19482588841151,177.5118360408551,200.29633296287858,207.74006042010055,272.25506251893256,261.49016854661687,282.4809741861329,157.99958959360708,199.11678437551177,,,173.7058594204275,132.01573337498152,167.99576560098072,180.96969200266054,252.60290098905236,241.462158960682,246.58714419322942,,174.84786987576737,,,182.98996547099603,151.53496124634754,180.86439296304013,191.07303032881785,259.3498085297065,248.4060292069657,259.9540788488835,133.0949838667496,183.53845633806804,,,180.40469151478095,147.4086091791006,176.1030019694494,187.5740166905034,256.2939189892794,245.57314233385492,253.3541876182192,128.83590704467977,181.29165522106584,203.88850795323148,180.59016885195769,203.70420557550207,212.22805324364117,280.23072617537264,268.8474168778462,280.32349232309883,176.70858761420484,204.93771280559432,204.23426322399425,182.58872682695738,204.6002523413461,212.60448869767907,279.17757614704357,268.0031926836268,283.057520841668,174.67912811977604,204.86430570451705,,,177.22047788612423,143.4582432177083,172.8708622714107,184.62343228871686,254.46389216533817,243.54187363640096,252.35883855842445,122.51282546937287,178.08386936964018
0.23416988416988416,,203.07765165168533,185.04918645490866,204.58863572731983,211.36475529995755,273.8002398725944,263.3027642088863,287.345770396576,164.92775276799057,202.86079166857996,,204.80170181278072,187.83084073756348,206.46294625916084,213.0781167140583,275.3147718162724,264.821191219856,289.53753612002055,167.28112484561305,204.5687056817701,,,177.10549140230745,140.38428390825823,172.75223697850382,184.5129843702444,253.66009903934554,242.7805244914532,249.23733197488215,,178.11427687530713,,,187.20032831105488,158.79177767116462,186.1386497144634,195.2659921399969,261.1040154338964,250.42314911028657,264.3197419295736,141.06676685183197,187.61981165651915,,,184.41205372720336,153.65939408314958,181.37098712875226,191.65006727037894,257.69514436116805,247.26079634720543,256.82698826408114,136.62269358569307,185.13208678804773,210.44488482308648,191.25603071991642,210.4028701210618,218.2670727961031,284.9915680460567,273.75996485517,287.0748139604959,184.11024028079467,211.63496611414644,210.64779075228535,193.14923293420918,211.2757542838638,218.55873902391212,283.5482831590007,272.54098938496514,290.1497343613454,183.12243841539018,211.28397460602983,,,180.91328218666018,149.33885612357224,177.85752093617012,188.40174870782906,255.65780527700366,245.0053427587354,255.76887950427846,132.49392486495864,181.6122734950297
0.2648648648648649,,208.1166326576232,193.75557399330015,210.05566201952774,216.1235483854798,276.49116681429024,266.25409954603276,293.83625495327436,173.59327277760727,207.75063105663557,,209.9747931317271,196.4887489975618,212.03667211500832,217.93905733251074,278.1452440194975,267.89931238787864,296.2180577173401,176.21479704982764,209.5769226011136,,,180.27950866561702,147.14881232411523,177.00284521447793,187.74421369297377,254.6588505047119,244.01902768502825,251.80112798968688,124.60810273644468,181.18451404506354,,,191.1177753538545,165.55203833151737,190.81146340004423,199.09176801599185,262.7400828146412,252.30474606070803,268.51593699284,147.80267173926651,191.42049880541293,,,188.12581821460944,159.53450339852802,186.05732408961646,195.36258325264063,259.0229020169161,248.83515733718144,260.16296793150553,142.56572465677314,188.71760437855258,216.64018912586187,200.29510938804708,216.546844734988,223.83366147678615,289.62576809887787,278.5398492612353,293.4929661194128,189.91948332120293,218.01818448768458,216.643314948987,202.04587048491808,217.37079603398968,224.0281783213346,287.7373054651917,276.8932201588601,296.8751064795838,189.85813107214665,217.30930858444137,,,184.3413083752091,155.0455588254166,182.29289366263453,191.84298282253874,256.75972389647285,246.38253790872213,259.0524344640487,138.67174636423346,184.9129139182766
0.29555984555984555,,212.76693268104188,201.13689923861446,215.042764461714,220.46476889639092,279.01897618166424,268.9887536901254,299.93869335760644,181.74088806103555,212.2539272213249,,214.74793508537758,203.82300580092442,217.1238421382566,222.38572354215745,280.8003482462818,270.7697998219114,302.48703932008624,184.46792507063017,214.19969025100872,,,183.26080015647784,152.49880617511224,180.82957404801218,190.72076413743673,255.60407208655437,245.1905659553813,254.27999546345418,132.99361505131623,184.0797737967045,,,194.7674922360768,171.9365331188096,195.01513213715927,202.60334417849052,264.2542753403006,254.06369348978367,272.54609602083843,153.98339655547164,194.9615479842813,,,191.58667710820234,165.12271937093388,190.2734121812045,198.770980040247,260.27424269293556,250.31439733626576,263.3577720701596,147.98069916366939,192.0635345421236,222.53546597677425,208.02057829953085,222.24792018509584,229.0246693336674,294.1266022302881,283.19070978065366,299.5969394173793,195.01966430183634,224.13282160028982,222.27068215942396,209.6196419762121,223.00934717369756,229.089978713276,291.77255401346594,281.07250158021174,303.2557220226252,195.64822539811246,222.98734937483636,,,187.54109923389163,160.4283756263041,186.26539464932173,194.99304083502355,257.79990810798904,247.6685835678278,262.2193290277172,144.21307154633024,187.99693398347796
0.3262548262548262,,217.08300070795616,207.48050268227834,219.63441634352827,224.47201430734674,281.4325449096808,271.53142014610034,305.6230741339085,189.29540898765512,216.4264634304767,,219.17149362318983,210.141033132181,221.8148023139943,226.47859799466394,283.3404160716814,273.4278950634453,308.3147359204956,192.17828086077813,218.48385626206036,,,186.05754800114966,157.5786852422419,184.2851223871654,193.4646210039007,256.5077001013119,246.30761709406877,256.6676245597841,139.24233728346076,186.81977531354846,,,198.18051066700443,178.27553144824958,198.83555502349915,205.83546967117033,265.68759205722205,255.71156480356174,276.40537230092997,159.79823174222355,198.27761531159894,,,194.831104979767,170.45385853671553,194.0954035779699,201.92479913655728,261.47123943719777,251.6938587132919,266.4332153568548,152.94716564560167,195.20326087177068,228.17255286723872,214.7503078450362,227.6000159388005,233.885824630275,298.5116159650193,287.7085796783058,305.39712270352464,200.05607174709448,230.00231693351873,227.57401336353476,216.23183992974003,228.262482821143,233.79435702493387,295.6592994691831,285.09215797015065,309.2701304023523,201.27854892672127,228.36015108749652,,,190.53468496182296,165.5586020889289,189.8604890350436,197.9101411255978,258.75625481288154,248.85736432685107,265.2641362127677,149.21167442351617,190.893876965958
