O/F,LOX/LH2,LOX/RP-1,LOX/CH4,LOX/C2H6,LOX/ETHANOL,LOX/MMH,LOX/UDMH,LOX/N2H4,LOX/NH3,LOX/JP10,GOX/LH2,GOX/RP-1,GOX/CH4,GOX/C2H6,GOX/ETHANOL,GOX/MMH,GOX/UDMH,GOX/N2H4,GOX/NH3,GOX/JP10,N2O/LH2,N2O/GH2,N2O/RP-1,N2O/CH4,N2O/C2H6,N2O/ETHANOL,N2O/MMH,N2O/UDMH,N2O/N2H4,N2O/NH3,N2O/JP10,N2O4/LH2,N2O4/GH2,N2O4/RP-1,N2O4/CH4,N2O4/C2H6,N2O4/ETHANOL,N2O4/MMH,N2O4/UDMH,N2O4/N2H4,N2O4/NH3,N2O4/JP10,H2O2/LH2,H2O2/GH2,H2O2/RP-1,H2O2/CH4,H2O2/C2H6,H2O2/ETHANOL,H2O2/MMH,H2O2/UDMH,H2O2/N2H4,H2O2/NH3,H2O2/JP10,F2/RP-1,F2/CH4,F2/C2H6,F2/ETHANOL,F2/MMH,F2/UDMH,F2/N2H4,F2/NH3,F2/JP10,OF2/RP-1,OF2/CH4,OF2/C2H6,OF2/ETHANOL,OF2/MMH,OF2/UDMH,OF2/N2H4,OF2/NH3,OF2/JP10,IRFNA/LH2,IRFNA/GH2,IRFNA/RP-1,IRFNA/CH4,IRFNA/C2H6,IRFNA/ETHANOL,IRFNA/MMH,IRFNA/UDMH,IRFNA/N2H4,IRFNA/NH3,IRFNA/JP10
0.05,,159.49021991888992,,147.9785510506343,165.94741590014848,249.3553244321929,237.790028113622,239.75588053472057,,161.19216831652525,,160.08385377892995,,148.78753128184147,166.6628297492112,249.8392686391688,238.2165862095947,240.30621473119402,,161.72105496576202,,,150.52833317636657,,133.75964759596536,155.0260798898305,241.28128485143256,231.94527994187283,230.71720165236982,,153.52244236278153,,,153.9699958349458,,140.0638211509116,159.2319571838968,244.5036477877823,234.08278467161637,234.20220701847552,,156.390983971813,,,152.84020572088104,,138.68340540492264,157.5096331697404,242.90277681361096,233.2751340030416,232.56651615424124,,155.65331079755347,161.14413808762586,,148.88796345210318,167.8067289550686,250.3995410615974,239.52949756502156,239.87872899826235,,162.8961033285424,161.46375851644513,,149.8087593984307,168.2317439018173,250.7915503847655,239.59582507972692,240.5978648527188,,163.1237431183254,,,151.8207335630309,,137.12965932301674,156.5130985902679,242.58330882231274,232.64563655343213,232.20643819667367,,154.6206873388344
0.0806949806949807,,168.58994258406966,,161.47172346136205,176.427489382722,254.70281410099864,242.6463391915341,248.24141229275364,,169.56138085718618,,169.43179191440186,,162.72103853428035,177.39700516381623,255.34863564330468,243.29068693419052,249.12188145655085,,170.34532639611206,,,155.8303115874141,,142.56091015789846,161.25220257762814,243.87966678610962,233.71657714331062,233.74615503432824,,158.1247005129335,,,160.76497966763398,,149.92116762334544,167.21986330059798,248.49553419807046,237.00184881256473,239.34949358872012,,162.42879127280446,,,159.24048882394706,,147.52346608777424,164.850766109701,246.25376328578727,235.72877648650805,236.68517948199874,,161.33066166627205,171.12683905885763,,164.1723885294481,179.22442849535398,257.5611924778161,245.57794842708236,248.34129866994152,,172.28127535143307,171.53182561680717,,165.06559549780388,179.7119641276576,257.75614738008153,245.58415265768383,249.51148809090964,,172.56690376150468,,,157.69942608852358,,145.7193967298284,163.37494730513572,245.70837865562933,234.7747227621659,236.13492035341193,,159.7666675140565
0.11138996138996139,,176.5427847444559,140.20877372953237,173.06102723536773,185.06855120231918,258.762817787517,247.07160475939804,256.48052516465526,,177.1145609491922,,177.5945868343827,141.93650313892172,174.48561739576704,186.21890340279396,259.59557945686,247.92859675726953,257.66383119435085,,178.12626241692908,,,160.55311397246942,,149.43866296852735,166.71386125454075,246.17276497974493,235.37414459112816,236.71412322002433,,162.36936265133807,,,166.74747737282908,,158.74684709450617,174.02788345192167,251.5166539384625,239.68440800821645,244.39194864745812,,167.94712997378963,,,164.92307611197458,,155.17801805899794,171.23135103716714,249.06967270200627,237.98523674323965,240.69223510573605,,166.53444948978898,179.9570628507546,137.4594712251586,176.41975347658763,188.7102401566827,263.26641432827216,251.29541511435195,256.52601934314646,137.8334959925366,180.8819081177598,180.41068964957785,140.6419159974889,177.35352803562046,189.19562855694863,263.0462468592434,251.18328689654774,258.1247837158548,133.8029074435307,181.1712015508719,,,162.9124039572917,,152.99715284289107,169.33516879451608,248.23356305204456,236.73702276576324,240.00110159791404,,164.4961698896137
0.1420849420849421,,183.66785605784582,152.63107959656713,182.46169749932633,192.42542602446738,262.4635240435149,251.12129972268832,264.40298112195774,133.79176145810845,183.97628985603347,,184.9163281276316,154.51669334614206,184.00001887311282,193.73362993439414,263.49287960992154,252.15637102195296,265.869361865844,135.72653032951027,185.19428720359497,,,164.82827670711592,,155.72178291115378,171.5469870742998,248.13146738702733,236.9281118438248,239.6257412322899,,166.32098105848038,,,172.13192819797854,131.94356904726862,166.80750670735935,179.91551565602646,253.6896527568892,242.17837553815497,249.2912396536326,,173.03040810693028,,,170.04923463554985,129.61666392286944,162.43064602028264,176.83345482129965,251.2541533020425,240.08272575053786,244.5861074373463,,171.32612661018803,187.9910853991147,153.3838014461816,186.41736156902124,196.87422930825352,268.4870354794738,256.75423210709914,264.35613500191886,153.91299632687472,188.86315270008058,188.44497699542438,156.31583520086406,187.34063690176342,197.3447607904466,268.05145639453326,256.4515083384041,266.3727258707423,150.36979852324038,189.10329754643757,,,167.612644600795,123.55469412463819,159.85456595961833,174.554832484069,250.04524052700233,238.5574254272027,243.78047400328882,,168.85626730377433
0.17277992277992277,,190.1406828611311,163.6274479672924,190.30441809689364,198.86172572221693,265.85811320050163,254.83450277073308,271.9654257022763,145.04303893476305,190.2431573325222,,191.56473926502224,165.83226904455267,191.9464076075478,200.3150697554743,267.06162498280327,256.04117472020056,273.6957075997591,146.91469324482372,191.63839999881947,,,168.75040062369277,,161.69347931766177,175.8501975705045,249.7336061054876,238.38750607397895,242.4588536081568,,170.0125799492652,,,177.04486193720078,142.7314073773062,173.69463184577052,185.08006347482544,255.69217568962353,244.48849556198167,254.03095423179047,119.34408498625511,177.72185824579995,,,174.7195820959983,139.82623065292088,169.11568810644812,181.80065013534667,253.00451578928647,242.01624046259587,248.34266780370535,115.39944055561999,175.75302732148086,195.40916181237262,167.15476967518762,194.85001817691258,204.11818522305762,273.53511962333533,262.0000605989071,271.8444442459887,165.87336360552672,196.33608638466012,195.8241008135574,169.41580845264443,195.74656787516773,204.5411823582412,272.7993739908124,261.4386271873502,274.23578605887263,163.11744752113984,196.44276022273948,,,171.90019665795012,134.87510763649098,166.20663782218463,179.17978478660245,251.42093615122383,240.24285279947634,247.4439928860803,,172.90256086909903
0.2034749034749035,,196.053026450181,173.84724070276943,197.07269291164476,204.5960598998004,268.9944027489623,258.2523920228935,279.18407329586427,154.72640951041873,195.9812076713345,,197.63413343981898,176.52299757960282,198.8163178758784,206.17283836077908,270.35194343158014,259.60977725478244,281.149345204428,156.83590230158322,197.534294516418,,,172.37095353391598,131.30692188248742,166.96999315397326,179.71784621782476,250.8734630172386,239.77661374488113,245.20490232158167,,173.47001018112488,,,181.5655416039731,150.4555366857625,179.64223932517584,189.69123158432924,257.5581209144578,246.6330546313267,258.59036266972225,132.19172419531043,182.0835933454662,,,179.01390762257117,146.31750574571595,174.98462600821,186.2512183887851,254.49963158469785,243.8184649031174,251.96417493721177,127.95187971699586,179.85398086713042,202.3342712278144,179.61030162885714,202.22321321140862,210.65648843949901,278.42729642200993,267.0594757648456,278.9650213678715,175.34956477414104,203.3705613083001,202.6717140780576,181.56737205186073,203.09591276410478,211.02743909730037,277.3267470179819,266.16918317136617,281.7160993580842,173.37936870204888,203.275877039297,,,175.8495519624486,142.25280185874604,171.7729395471356,183.31655090941504,252.69335958655336,241.80640500820573,250.98909544381527,121.78555735758796,176.6672361055696
0.23416988416988416,,201.48685680362635,183.96446373202141,203.0653878493334,209.7721214942934,271.87915530329974,261.4112414894265,286.04188849813244,163.73802906216042,201.2540852203405,,203.20243155304735,186.70402011394313,204.91342132935088,211.466608844071,273.37245658871325,262.91817046867106,288.23403243249675,166.08385457799614,202.93596107789705,,,175.74417817502598,139.55896579452138,171.65999505614784,183.21629420935915,251.92336072690267,241.07035831875828,247.86868348273043,,176.71448942700826,,,185.7416493280343,157.6828053772902,184.83331336774194,193.84396175623016,259.29354957457605,248.6366356089103,262.98453949563986,139.97455342577643,186.13162075977016,,,182.9848840499859,152.52949542480434,180.17447518932656,190.27754150503517,255.88502328716717,245.487427520888,255.44957856922792,135.38470003436746,183.67406974411585,208.85528117465415,190.1351099110622,208.85930730843148,216.6523820426868,283.18524674384184,271.9662499169526,285.7409366317699,182.6264941401392,210.0424562231844,209.03301450488166,191.9850630425139,209.70997218011814,216.92541541301955,281.68105036196414,270.68737501373903,288.82468063391696,181.71867151642934,209.65385823311246,,,179.51442375319294,148.2473936711176,176.68956133915066,187.05332985005384,253.87266753630215,243.25968485620305,254.42084339960303,131.5270402303747,180.17169543081488
0.2648648648648649,,206.48603285623068,192.53447975741187,208.4802363846476,214.47803934788647,274.5419908604761,264.325449689161,292.536866104134,172.40876255721136,206.09189942006338,,208.33573442768505,195.22880740901317,210.4406681682859,216.27978976723116,276.1825615922826,265.9651804597362,294.9182820077481,175.01156004166987,207.90257874713706,,,178.8926963988578,146.15189274414976,175.8498389191173,186.41537759321267,252.91500591068564,242.30776928156672,250.44918327890556,123.92786866477428,179.7640939553436,,,189.63411907734246,164.4476861998007,189.44160915943326,197.61941108333926,260.9026807932427,250.50544315044388,267.1947309853769,146.69444135734975,189.90736233837978,,,186.66906937505183,158.39039766981978,184.7931446173921,193.96004090276833,257.1962766553295,247.05206783764459,258.80104382464646,141.4657067212833,187.23057958026692,215.02453139828705,199.03106097535786,214.9496728460013,222.17676719816114,287.8190268196683,276.73363340740394,292.1785244865812,188.37000135610623,216.39812003362348,214.99278012792544,200.73771513535982,215.75868765389916,222.3481166512848,285.86240020003623,275.02161806176434,295.5762516728817,188.33766850337426,215.64859390279565,,,182.9153239080243,153.9298378755364,181.05510350533928,190.45446426287015,254.9678519947636,244.62121697451147,257.7195010453003,137.62842335145885,183.45144697006126
0.29555984555984555,,211.10573182649478,199.7901956204859,213.43095184011526,218.78732881434033,277.0427553008597,267.0229892121456,298.61616803473873,180.49713740411713,210.56438337730816,,213.0645746512602,202.44188630545287,215.4829869203868,220.68761657950282,278.8091373328338,268.79837281134354,301.1642466058744,183.21023216141734,212.4939690841014,,,181.85039253428752,151.46433069502575,179.61652650133314,189.34940867443356,253.8619760926808,243.47852005285097,252.937794651882,132.16522689250826,182.64659417288033,,,193.26081409942972,170.82617609779282,193.59366317367787,201.0952257516624,262.41482027292983,252.25241754925847,271.2428594088316,152.84405679180907,193.42493667492604,,,190.1148425665458,163.97550504852302,188.95440207403436,197.33332351618094,258.4387528249135,248.515177310155,262.0130311648346,146.84907043096257,190.56122436483327,220.89761186617457,206.64408532352047,220.61970486318108,227.32961331477304,292.3210582743606,281.3836707595188,298.3073536212654,193.42216007935832,222.48934092065443,220.59440966734277,208.20364404017505,221.36122006839108,227.36599757682706,289.88146358914605,279.1832335689734,301.9564807383106,194.07739003393493,221.29237168121222,,,186.08982688602936,159.30858325656286,184.96876566101284,193.5774304642059,255.9869072424673,245.89205597613415,260.9051427088573,143.11811049356683,186.51585327419963
0.3262548262548262,,215.38160203635846,206.03951102916878,217.974931150751,222.75260273180254,279.4265202842255,269.5467072340277,304.2746534393026,188.0127129199066,214.69550179068025,,217.45412090372892,208.67050141656412,220.1399739805333,224.73679587189977,281.31813572885085,271.435170888924,306.94964418028667,190.87459820918914,216.73626695664257,,,184.63553490675585,156.52234499779226,183.02264043758308,192.06280119725523,254.76013336610217,244.58794338338373,255.3456088976779,138.23343554501895,185.36446379292622,,,196.64683715212811,177.27387721798664,197.37512463146112,204.29821824246255,263.82275400508223,253.8892010894158,275.1221021006091,158.64520105294255,196.71425350063717,,,193.32259207247597,169.3027057187678,192.72287072462018,200.4474827302217,259.6194706396894,249.8696950682033,265.0902549375406,151.78596820804432,193.66997417476827,226.5083354957057,213.27294977139672,225.93668080445084,232.15423924785927,296.70223108954065,285.9022021378195,304.11515871407465,198.4318943408726,228.33705656802576,225.874964082541,214.72130904010686,226.5806753313475,232.02791624789037,293.7633462360983,283.1952291927793,307.96762871459146,199.67335976628922,226.62595437802634,,,189.05958343336323,164.4339160792097,188.51897966210868,196.4574868826073,256.93753769570276,247.0721230432022,263.96097143235704,148.08920585383848,189.38983302850477
