O/F,N2O/RP-1,N2O/N2H4,N2O/ETHANOL,H2O2/RP-1,H2O2/N2H4,H2O2/ETHANOL,IRFNA/RP-1,IRFNA/N2H4,IRFNA/ETHANOL
0.05,,217.96671457238097,,,220.35569113562923,,,220.0963261361684,
0.0806949806949807,,222.6880202751421,,,226.4816134312659,,,226.12905448334266,
0.11138996138996139,,227.29915225463134,,,232.385521596282,,,231.94940672123664,
0.1420849420849421,,231.71987196412437,,,237.95778537677435,,,237.45886306488208,
0.17277992277992277,,235.91095417867012,,,243.16815253189748,,,242.6115628294156,
0.2034749034749035,,239.86120261815066,,,248.029474193228,,,247.41848166072643,
0.23416988416988416,,243.57114697908128,,,252.56236710097974,,,251.89122954946177,
0.2648648648648649,,247.05660769692318,,,256.78431848483257,,,256.06272298435647,
0.29555984555984555,,250.32856564388678,,,260.7212305098078,,,259.95035518849,
0.3262548262548262,,253.4066317899498,,,264.3976723198648,,,263.58660254235565,
0.35694980694980694,,256.30193169569253,,,267.83619187148577,,,266.9853030386252,
0.38764478764478766,,259.02863931103684,,,271.0658121468796,,,270.16640808104285,
0.4183397683397683,,261.59981843444564,,,274.09640252514157,,,273.14779883726163,
0.449034749034749,,264.02738369017413,,,276.9399984277851,,,275.94550662827703,
0.4797297297297297,,266.3306836428614,,,279.6156205068174,,,278.58266832548645,
0.5104247104247105,,268.5025908714297,,,282.1409392090752,,,281.05457499723826,
0.5411196911196912,,270.5647562921153,,,284.5234354453491,,,283.3904226548517,
0.5718146718146718,,272.52098711641196,,,286.76478324287143,,,285.5827707446618,
0.6025096525096525,,274.3742373097072,,,288.89261639903026,,,287.65881369612924,
0.6332046332046333,,276.14420905126974,,,290.8975982200613,,,289.60896527717796,
0.6638996138996139,,277.81947647579443,,,292.80581472211986,,,291.44977856812625,
0.6945945945945946,,279.41424911510546,,,294.6062114569661,206.3339053085931,,293.1972588333412,
0.7252895752895754,,280.94242410867685,,,296.3144515880536,207.50766365453268,,294.83936348219174,
0.755984555984556,,282.39086064614276,,,297.93651961010283,208.64638102044378,,296.38162761310207,
0.7866795366795367,,283.7725955257411,,,299.47788236326693,209.75460515592454,,297.84753796886514,
0.8173745173745174,,285.09146861556684,,,300.9342118981562,210.8300843810316,,299.23253191608114,
0.848069498069498,,286.3509740564423,,,302.3286966463647,211.87686874494383,,300.53146991989587,203.6287585503152
0.8787644787644788,,287.5544342441713,,,303.6469379922032,212.90575324772055,,301.7574308228272,204.53257097828583
0.9094594594594595,,288.69573299925366,,,304.90211698135937,213.91417203967427,,302.9137711325258,205.43198951876872
0.9401544401544402,,289.79573116903555,,,306.0977967870927,214.91307231916707,,304.00348995689785,206.3325525941026
0.9708494208494209,,290.84795143422804,,,307.2278095142937,215.9003582633137,,305.0203837752636,207.23377028292504
1.0015444015444015,,291.8456030494923,,,308.3140834033029,216.88045075001693,,305.97499475608925,208.1425698472749
1.0322393822393823,,292.79997207114695,,,309.341003655288,217.8656544058072,,306.86982575292365,209.07390409015028
1.062934362934363,,293.71769766118274,,,310.31948582731866,218.86205836639658,,307.7064260101312,210.0381840847774
1.0936293436293436,,294.5960922025256,,,311.25251906976087,219.86282970693097,,308.4764494027001,211.04193388050203
1.1243243243243244,,295.4323032382091,,,312.14228561553267,220.89709906365238,,309.1899487837372,212.1123505123768
1.155019305019305,,296.22332349477693,,,312.98124232080136,221.96107182851503,,309.8470128268881,213.26881914925215
1.1857142857142857,,296.98914180441716,,,313.7903611101783,223.07414800461726,,310.4470601799874,214.5379041991845
1.2164092664092665,,297.7219728499562,,,314.5521904038099,224.24456230022844,,310.97927163363784,215.96797578449213
1.247104247104247,,298.41384488960415,206.650474467168,,315.2778400499998,225.50514196033978,,311.450700516457,217.60269874691343
1.2777992277992278,,299.0845808682391,207.33402885587952,,315.96872626282175,226.86346536381993,,311.8482106625734,219.47927070813395
1.3084942084942086,,299.7167432816587,208.02553157170516,,316.61648811757226,228.3570105896362,,312.18549039406724,221.60495557963932
1.3391891891891892,,300.3207042545063,208.73558434811628,,317.23186880017494,229.9983617211958,,312.42661642779944,223.93731617297047
1.36988416988417,,300.8974659255501,209.46215384224905,,317.82551732998803,231.80286914635423,,312.58051955437895,226.39229810447537
1.4005791505791507,,301.44798741085395,210.2174405738124,,318.37899401698473,233.75123589483857,,312.6339971797253,228.8854850165772
1.4312741312741313,,301.9731263393538,211.0013265352221,,318.8929870321817,235.80989780101683,,312.56108588075267,231.34987598948945
1.461969111969112,,302.4643262882187,211.82175112864618,,319.38739230978666,237.9334215080304,,312.35243613379544,233.76580323826062
1.4926640926640926,,302.94107762881623,212.69513899845117,221.0363459304794,319.84326306534007,240.07119868444425,,311.9704213566918,236.11212772241768
1.5233590733590734,,303.38530101525254,213.63307224252432,221.66805287188168,320.2801838496902,242.19830918932735,,311.4207127417532,238.3837674112552
1.5540540540540542,,303.8070060080428,214.6421443465817,222.30052437205063,320.6788211161549,244.28680797007576,,310.6908627181021,240.58748329910634
1.5847490347490347,,304.2161862979207,215.7439733914204,222.9213215689058,321.0486654251533,246.32532552502224,,309.7823869023829,242.7096423741296
1.6154440154440155,,304.59453215309594,216.953047893492,223.54617098941623,321.37956900762737,248.30835058520293,,308.7462686133442,244.75992020800118
1.646138996138996,,304.95191396898196,218.2838910222357,224.16980868256275,321.69020765870664,250.2338140220001,,307.59238600536827,246.74092221286037
1.6768339768339768,,305.2887384180395,219.73616464602262,224.7941260134948,321.96008952064506,252.10941784777367,,306.3493323781298,248.65540598049787
