O/F,N2O/RP-1,N2O/N2H4,N2O/ETHANOL,H2O2/RP-1,H2O2/N2H4,H2O2/ETHANOL,IRFNA/RP-1,IRFNA/N2H4,IRFNA/ETHANOL
0.05,,209.9938496777677,,,212.2648161414727,,,212.02432428282555,
0.0806949806949807,,214.5210338707207,,,218.12327423920172,,,217.79246835997202,
0.11138996138996139,,218.93421979512436,,,223.74484124177974,,,223.34893461587833,
0.1420849420849421,,223.1581394044408,,,229.04733803343441,,,228.58861831763178,
0.17277992277992277,,227.1630041097628,,161.8828220523569,234.0046605981546,,159.40160083251786,233.49333132478787,
0.2034749034749035,159.90944156960725,230.92042660973573,,165.59546989705612,238.61060321062052,,162.83860673332399,238.0488214897045,
0.23416988416988416,162.89402844586309,234.45446784241105,,168.9704686414882,242.89249551956507,,165.96989958532163,242.28145835047056,
0.2648648648648649,165.65394280086662,237.76459567803943,,172.043245732254,246.88286766814502,,168.8336342345234,246.22312157481025,
0.29555984555984555,168.20815746541027,240.87229357982233,,174.85423697537848,250.58066920372005,,171.4391113850304,249.8791508798615,
0.3262548262548262,170.5819110697097,243.7865275764539,,177.42123838123715,254.03767726147072,,173.8276701909431,253.28719133786817,
0.35694980694980694,172.78228828304998,246.52906082062768,,179.77835669500263,257.2627819184335,,176.01988163705494,256.4625272359038,
0.38764478764478766,174.83946515136267,249.09361508957008,,181.95673843913838,260.2692130057025,,178.02688791482984,259.43221222214737,
0.4183397683397683,176.74930278082363,251.52038387968776,,183.95713306386335,263.08218317191364,,179.88426169722283,262.20008289969405,
0.449034749034749,178.53242365380055,253.80761417462082,,185.80563761943537,265.72529950820876,,181.5893556023401,264.78922257514546,
0.4797297297297297,180.19970846329375,255.95905722931883,,187.5267801420361,268.19884256247286,,183.1745512701977,267.21402505577805,
0.5104247104247105,181.7704539458219,257.99134835517236,,189.11443857432107,270.5231451529417,,184.6334462397614,269.48736769052664,
0.5411196911196912,183.2352258211631,259.92042930567607,,190.5995393032747,272.71003015030976,,185.99585667883514,271.62083573205507,
0.5718146718146718,184.61155686534644,261.7401440088758,,191.9825792908621,274.7701261196331,,187.26203117313884,273.624809706017,
0.6025096525096525,185.9165955287553,263.46480245249415,,193.27254106242245,276.7055782323379,,188.440537713812,275.49376934379313,
0.6332046332046333,187.14778533687405,265.09376476548266,,194.48752423871179,278.5324352523875,,189.53899791551493,277.26578807513556,
0.6638996138996139,188.31135418463774,266.65468368387917,,195.62464854226613,280.2585532403751,,190.56418908206575,278.9186781136166,
0.6945945945945946,189.41296911440386,268.12405680464457,,196.6895856403426,281.8759080554704,196.91494058621265,191.53216120370155,280.4741851010308,
0.7252895752895754,190.4577690744342,269.521288622517,,197.68909335823412,283.42122187064876,198.09107726268275,192.43789713121686,281.938527756793,
0.755984555984556,191.46038792769266,270.85091221752344,,198.638190156333,284.87003242689565,199.23615280480334,193.28723508999266,283.31735655621935,
0.7866795366795367,192.40523598602616,272.1170800570068,,199.52590027590236,286.24288797960554,200.3491304264408,194.08411624340633,284.61577182327494,
0.8173745173745174,193.3161737101015,273.32358091512725,,200.37207655088113,287.5447131817667,201.42864316868372,194.83247729214514,285.82311812396046,
0.848069498069498,194.18675204900669,274.47385960811494,,201.1646738678904,288.7799945593506,202.4839747883794,195.54615497053388,286.9587321806917,194.7111710382959
0.8787644787644788,195.0202665922799,275.57118678140836,,201.9123669351702,289.9529238269112,203.5135959075393,196.21823769389175,288.02644198477697,195.6365279270651
0.9094594594594595,195.8292491437067,276.6035155456542,,202.62893456242574,291.05175472966465,204.5212979774364,196.85162054528263,289.02960233439705,196.5490952065088
0.9401544401544402,196.6074841888126,277.6034077645565,,203.30654574888302,292.110961339689,205.52215595014877,197.44896756347705,289.9712087781403,197.45926544042538
0.9708494208494209,197.34653608600115,278.5434368235824,,203.9477512899005,293.102672833274,206.50943146613426,198.01270871830513,290.8384607374247,198.3672476819754
1.0015444015444015,198.06940801740916,279.4408595222699,,204.55487930875637,294.0453587270145,207.48726917159397,198.55562020324888,291.66455308137154,199.27943022914582
1.0322393822393823,198.77838081539733,280.3053835584596,,205.141015912826,294.94172867561997,208.46069457170918,199.05866812773388,292.4204623651523,200.21440033236055
1.062934362934363,199.454500421597,281.1314822041228,,205.69727690668535,295.78642748025163,209.44663502460335,199.54488003178832,293.12323745532854,201.1707829120575
1.0936293436293436,200.12067265236217,281.9058230190268,,206.21994682589548,296.5895792678414,210.44021129149874,200.00540576788066,293.75847097282474,202.17159800222896
1.1243243243243244,200.76793584095958,282.6528330779657,,,297.3532897367108,211.46052535334962,200.4525605148363,294.3579970726624,203.22700986839737
1.155019305019305,201.39791881161526,283.35891517096843,,,298.0795093372518,212.5053216796518,200.86637150690257,294.89086888830155,204.36317043287016
1.1857142857142857,202.0120644834788,284.040775104586,,,298.7621165160721,213.591620399005,201.26968596002402,295.37224871856426,205.60159401409814
1.2164092664092665,202.6117087046651,284.6769023305464,,,299.41061206416566,214.73912707389977,201.65301176120434,295.80102245516815,206.98219172806876
1.247104247104247,203.2088999635285,285.29913980124576,198.21437323341755,,300.026478588668,215.95296012515976,202.01220082373356,296.1673144910096,208.55528522224705
1.2777992277992278,203.78322837403348,285.8780834104158,198.9109102010835,,300.5952045266785,217.26438864975208,202.36437298761183,296.4757198903873,210.3423249306667
1.3084942084942086,204.35741765067408,286.43783089391803,199.61311234905025,,301.1497127407148,218.70005941554848,202.69432406896917,296.71370428937837,212.36001772167978
